,PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,PROP_AGE
5734,2656,3,2189,96,3,2,5,3,1,1,2,2,3,2,2,2,2,345109,178121,11132540,17
5735,2499,0,890,179,1,1,3,0,1,0,2,1,3,3,2,2,2,331376,154642,11045865,31
5736,2356,2,810,71,1,1,3,2,0,1,2,1,5,2,4,3,3,234402,98298,7561350,9
5737,4410,4,1592,95,2,2,4,4,1,1,2,1,0,4,4,5,4,308796,64333,6433250,7
5738,4284,0,1245,184,2,2,4,1,0,2,1,2,0,4,4,3,3,258919,66818,8352235,9
5739,4827,3,1479,19,2,1,4,2,0,0,2,0,4,3,3,3,3,416827,156310,13025840,22
5740,909,2,1259,157,2,1,4,1,1,2,2,0,5,2,4,3,3,300438,180263,12017530,34
5741,4282,3,2042,70,3,2,5,2,1,2,0,2,4,4,4,4,4,619327,284890,12386540,15
5742,4283,4,663,95,1,1,2,1,1,0,0,0,5,5,2,4,3,467098,139136,9938250,27
5743,5123,3,2439,41,4,2,6,4,1,2,0,2,4,4,3,5,4,427016,123972,13774720,7
5744,4774,5,1888,52,2,1,5,4,1,2,1,1,5,2,3,2,2,463387,168504,14042030,42
5745,1121,4,1655,15,2,2,4,2,1,0,0,1,2,3,3,2,3,409413,116975,11697500,26
5746,6413,0,1197,48,1,1,3,1,1,2,2,1,0,3,2,3,2,251597,89276,8116035,29
5747,4277,0,966,175,1,1,3,4,1,0,2,1,4,4,2,2,2,427872,113260,12584475,5
5748,4123,4,807,42,1,1,2,1,0,2,2,1,1,2,2,3,2,158125,43484,3953125,32
5749,374,2,862,192,1,1,3,4,1,0,2,2,4,3,3,4,3,325842,34912,11637200,16
5750,6305,6,1625,78,2,1,4,1,0,0,0,1,4,3,3,2,3,420396,112106,14013210,13
5751,5464,2,1143,153,1,1,3,0,0,0,0,2,3,4,3,3,3,338183,112728,12525300,22
5752,6004,2,967,116,1,1,3,1,1,0,1,0,5,2,2,4,3,407868,42193,14064400,12
5753,918,2,1168,116,1,1,3,2,1,0,1,2,3,3,4,4,4,404981,39192,13063900,38
5754,6494,6,1744,55,2,1,4,0,0,0,2,1,5,4,4,4,4,574569,302405,15120240,7
5755,2462,6,1966,95,3,2,5,0,0,2,0,0,3,2,2,3,2,454169,204376,11354230,14
5756,5022,6,1722,112,2,1,4,0,1,2,2,1,4,3,4,2,3,332597,171663,10728940,17
5757,7052,6,1541,165,2,1,4,3,1,2,0,2,0,2,2,3,2,266963,164889,7851840,52
5758,4881,3,1409,85,2,1,4,3,0,1,2,2,4,4,4,4,4,282007,111094,8545660,23
5759,5276,3,1936,67,3,2,5,2,1,0,0,2,4,2,2,3,2,761292,165498,16549820,11
5760,5358,3,2474,113,4,2,6,4,0,2,2,0,4,2,2,3,2,439059,232443,12913500,11
5761,6665,2,1217,140,2,1,4,0,0,1,2,2,4,4,4,4,4,238392,44147,8829350,37
5762,947,2,1057,143,1,1,3,1,1,0,2,0,4,2,2,4,2,402379,194252,13875150,29
5763,6364,2,955,98,1,1,3,3,0,0,1,0,5,4,4,3,4,340484,176547,12610500,22
5764,252,5,1608,140,1,1,4,1,1,0,2,1,5,4,2,2,3,580775,271029,19359180,39
5765,6207,2,1010,200,1,1,3,2,0,1,0,1,4,5,3,4,4,213675,58945,7368100,38
5766,454,2,1170,177,1,1,3,2,0,0,2,0,5,4,2,4,3,350728,196407,14029100,34
5767,4389,4,982,177,1,1,3,2,1,2,2,2,0,4,4,2,3,160904,125706,5028250,44
5768,3515,4,763,126,1,1,2,2,0,1,2,2,5,5,2,4,3,227574,132752,6321500,28
5769,6272,0,778,164,1,1,2,0,0,1,1,2,2,2,3,2,2,210837,64423,5856595,33
5770,3105,4,1502,193,2,2,4,3,1,1,2,2,2,2,4,4,3,289534,93903,7825250,19
5771,4978,0,1110,53,1,1,3,2,1,2,2,1,5,4,3,3,3,417627,160626,10708380,12
5772,6341,2,759,50,1,1,2,2,0,2,0,1,5,4,2,2,2,191677,88466,7372180,29
5773,949,1,1789,11,1,1,4,3,1,0,2,0,5,4,2,2,3,860513,279667,21512830,34
5774,4360,6,1884,73,3,2,5,4,1,0,1,1,4,2,2,2,2,574735,186400,15533370,21
5775,3087,2,1181,145,1,1,3,1,1,2,1,0,4,2,4,3,3,363901,147835,11371920,9
5776,2076,3,1567,199,2,1,4,4,0,2,2,0,5,2,2,4,3,353225,145446,10388980,12
5777,2405,4,686,71,1,1,2,4,0,1,2,1,4,3,3,4,4,190510,42865,4762750,37
5778,5589,6,1630,86,2,1,4,2,0,2,0,1,3,2,3,3,3,312819,69515,8689410,23
5779,4561,3,1503,121,2,1,4,4,1,1,2,0,5,3,4,4,4,496369,183441,10790620,11
5780,7012,6,1754,94,2,1,4,3,1,2,0,2,4,2,2,2,2,401869,172229,11481960,18
5781,2438,4,1299,87,1,1,3,3,0,0,1,2,1,4,2,4,3,355169,66078,8259750,49
5782,529,2,983,8,1,1,3,1,1,2,0,1,4,4,3,3,3,252353,65425,9346410,30
5783,1645,5,1708,156,1,1,4,0,1,0,1,0,5,3,4,2,3,729450,229256,20841430,34
5784,2342,2,1230,17,2,1,4,3,1,0,2,0,4,3,2,3,3,498911,120948,15118500,22
5785,3797,6,1760,30,2,1,4,1,1,0,1,0,1,4,3,4,3,501679,288846,15202400,5
5786,3076,2,1180,176,1,1,3,3,1,1,2,2,3,2,2,2,2,224335,34513,8628250,39
5787,5372,5,1915,195,2,1,5,0,1,2,2,2,5,3,3,3,3,573005,185839,15486610,38
5788,3648,4,1533,181,2,2,4,3,0,0,2,1,5,3,3,3,3,375441,182032,11377000,48
5789,3607,4,534,181,1,1,2,4,0,2,0,0,3,4,2,4,3,268900,96804,5378000,29
5790,4691,3,1404,36,2,1,4,4,1,1,0,0,5,3,4,2,3,496063,155020,10334640,22
5791,6282,2,949,90,1,1,3,3,1,1,1,1,3,4,4,2,4,202149,54425,7774950,13
5792,4680,6,1876,117,3,2,5,4,0,1,2,1,4,3,2,3,3,313995,129292,9235150,15
5793,5487,2,753,56,1,1,2,1,1,1,0,0,5,3,3,2,3,305798,46333,9266600,40
5794,856,2,993,66,1,1,3,1,1,1,2,1,5,3,3,2,2,310352,47023,9404600,20
5795,1589,4,1257,72,1,1,3,4,0,1,0,0,2,3,3,2,2,270860,60944,6771500,8
5796,5275,2,1280,180,2,1,4,4,1,0,2,2,5,2,3,4,3,428722,244984,15311500,26
5797,1195,3,1337,120,2,1,4,0,1,1,0,0,3,3,2,4,3,366207,178408,9389920,16
5798,3715,3,2325,99,4,2,6,0,0,1,0,2,5,2,3,4,3,561577,286763,11948440,22
5799,5655,6,1946,130,3,2,5,3,1,2,2,1,5,2,3,4,3,436654,181939,12129270,21
5800,4399,1,1719,83,1,1,4,2,1,1,2,2,3,2,2,4,3,338768,70090,11681650,45
5801,3452,6,1636,152,2,1,4,3,1,0,2,0,4,2,2,5,3,532850,319710,15224290,37
5802,6262,2,1264,173,2,1,4,1,1,0,0,2,4,4,4,2,3,495707,77454,15490850,23
5803,1669,4,780,127,1,1,2,3,1,0,2,2,2,3,3,2,2,281515,159779,7608500,30
5804,5798,3,2178,24,3,2,5,2,0,0,0,2,5,2,3,4,3,742540,328099,17268380,29
5805,1833,4,1232,78,1,1,3,0,1,2,2,1,3,3,3,4,3,285029,67507,7500750,25
5806,2264,4,762,156,1,1,2,3,0,1,2,1,1,3,3,3,3,147938,86598,3608250,23
5807,3848,5,1934,192,2,1,5,2,1,1,2,2,4,4,3,2,2,392545,224312,14019480,9
5808,5467,0,978,172,1,1,3,1,0,0,2,2,0,4,2,4,4,401064,71986,10283690,26
5809,4767,3,2248,162,4,2,6,1,0,1,2,0,3,2,2,4,3,411064,133318,11109840,22
5810,5915,1,1991,123,2,1,5,1,0,0,1,2,3,4,3,4,4,747262,213503,21350340,12
5811,3719,4,573,91,1,1,2,4,1,1,0,1,4,2,2,3,2,240048,50243,5582500,32
5812,3899,3,2496,88,4,2,6,0,1,0,0,0,4,3,4,3,3,667628,182080,20231160,28
5813,4720,3,1931,194,3,2,5,0,0,2,2,0,3,3,4,4,4,441576,172322,10770140,16
5814,1214,4,652,126,1,1,2,2,0,1,2,0,1,2,3,4,3,177251,74632,4664500,6
5815,4365,2,770,174,1,1,2,3,1,1,2,2,4,2,2,2,2,202169,97041,8086750,13
5816,2252,4,1323,76,1,1,3,2,0,0,0,2,3,3,4,2,3,492413,150739,10049250,31
5817,5133,3,2180,78,3,2,5,4,0,2,2,2,4,4,3,2,3,382063,157320,11237140,26
5818,3145,3,2458,83,4,2,6,1,0,0,2,2,4,4,3,4,3,863115,318977,18763360,28
5819,5895,6,1684,87,2,1,4,1,1,1,1,0,2,2,4,4,4,353084,70617,10088120,16
5820,97,1,1556,120,1,1,4,0,0,0,0,1,5,4,2,4,4,731464,292586,18286600,5
5821,1530,4,526,45,1,1,2,4,1,0,2,1,4,3,2,4,3,326967,125222,6956750,13
5822,6549,2,714,55,1,1,2,3,1,0,1,1,5,3,4,4,4,299060,82499,10312400,36
5823,3377,4,748,105,1,1,2,0,0,0,2,1,2,4,3,3,3,273576,108291,5699500,34
5824,4412,0,635,133,1,1,2,3,0,0,2,1,0,4,3,3,3,235435,12074,6036800,40
5825,2301,2,1137,155,1,1,3,2,1,2,1,2,4,3,4,4,4,314512,121746,10145540,19
5826,4188,4,1132,88,1,1,3,0,1,1,2,1,4,4,2,3,3,273319,110805,7387000,16
5827,538,1,1804,5,2,1,5,3,1,2,1,1,3,2,3,2,2,339907,143807,13073340,21
5828,2932,3,2327,44,4,2,6,3,0,1,0,2,4,2,4,4,3,563252,183919,11494940,17
5829,2538,3,1966,111,3,2,5,3,1,2,2,0,4,3,2,4,3,458205,99071,12383920,20
5830,2146,4,552,167,1,1,2,2,0,0,1,2,4,2,3,4,3,278240,52998,6624750,21
5831,5425,3,1862,101,3,2,5,0,0,0,2,0,3,4,2,5,4,724201,196138,15087520,16
5832,5972,6,1640,149,2,1,4,3,1,1,1,2,5,2,3,2,2,360356,113255,10295890,37
5833,687,2,1232,30,2,1,4,1,1,0,0,1,5,4,4,2,3,416202,61660,15414900,14
5834,3530,2,799,144,1,1,2,2,1,2,2,0,3,2,4,3,3,237016,138941,8172980,33
5835,3856,4,1114,200,1,1,3,0,0,2,2,2,1,3,3,2,3,214420,80408,5360500,25
5836,1828,4,1444,135,2,2,4,0,0,1,0,2,2,2,4,4,3,257917,72746,6613250,35
5837,5114,3,2369,130,4,2,6,1,1,1,2,0,4,3,2,2,2,622769,304759,13250400,10
5838,1103,4,1642,191,2,2,4,0,0,0,2,2,5,4,4,4,4,423382,166787,12829750,41
5839,3235,2,771,163,1,1,2,0,0,0,2,0,4,4,2,4,3,343187,85797,10724600,8
5840,1026,6,1595,7,2,1,4,1,1,1,0,0,1,4,2,4,3,380963,142861,9524080,14
5841,1118,5,1766,11,1,1,4,0,1,0,1,1,5,4,3,4,4,750484,324533,20283340,37
5842,6871,6,1692,85,2,1,4,4,1,2,1,0,1,4,3,2,3,329950,169688,9427130,24
5843,3913,5,1827,92,2,1,5,1,1,0,2,2,4,3,4,4,4,661565,256090,21340820,36
5844,4352,2,1256,161,2,1,4,3,0,1,1,2,3,2,3,3,3,273530,111121,8547800,12
5845,2384,6,1892,186,3,2,5,1,0,1,2,0,4,2,3,4,3,333209,208255,10412770,46
5846,742,5,1541,111,1,1,4,2,1,0,2,2,4,2,3,3,3,709683,345743,18197010,33
5847,6481,0,798,148,1,1,2,4,0,2,1,2,2,2,4,4,3,209566,50804,6350490,26
5848,5220,6,1845,110,3,2,5,0,1,2,0,0,1,3,3,2,3,363745,161665,10104040,52
5849,6435,1,1519,121,1,1,4,0,0,2,2,0,4,2,4,3,3,419435,209717,12336310,32
5850,5677,0,950,16,1,1,3,1,1,1,1,0,5,3,4,4,4,395220,142718,10978335,9
5851,2607,4,910,190,1,1,3,3,0,1,2,2,4,4,4,3,3,235261,114270,6721750,5
5852,3547,4,828,7,1,1,2,1,0,2,0,1,5,4,4,5,4,337488,91403,7031000,22
5853,361,1,1551,32,1,1,4,0,0,1,2,0,5,2,3,2,2,429306,202728,11925160,33
5854,270,2,831,15,1,1,3,0,1,2,0,2,5,2,4,3,3,311431,126519,9732220,17
5855,5974,2,1196,13,1,1,3,4,0,0,2,2,3,3,3,4,3,358039,76723,12787100,10
5856,3193,4,1589,140,2,2,4,3,0,1,2,0,2,4,3,2,3,289690,72423,7242250,41
5857,1400,1,1874,142,2,1,5,1,1,1,0,0,4,5,3,4,4,365900,146360,14635980,28
5858,6200,5,1867,127,2,1,5,3,1,0,2,1,4,2,2,3,2,823250,205813,20581260,33
5859,4462,5,1909,185,2,1,5,4,1,0,0,1,3,4,4,2,3,782811,267804,20600300,15
5860,5853,0,672,18,1,1,2,0,0,2,2,1,0,4,4,4,4,133689,40107,4456285,19
5861,190,1,1997,36,2,1,5,2,0,0,2,0,4,2,2,4,3,869775,347910,21744380,24
5862,685,1,1700,131,1,1,4,0,0,2,2,0,4,4,4,4,4,533718,80058,13342960,23
5863,4983,3,1934,73,3,2,5,0,1,0,0,2,3,4,3,5,4,706808,369468,16063820,21
5864,4248,1,1716,157,1,1,4,4,0,0,0,0,3,4,4,2,3,536235,191513,19151250,5
5865,3577,2,736,134,1,1,2,1,0,0,0,1,3,3,2,4,3,229263,141085,8817800,32
5866,2065,6,1505,83,2,1,4,3,0,2,0,2,2,4,3,4,3,247180,123590,8239330,39
5867,3167,0,689,98,1,1,2,3,1,2,1,2,1,3,2,4,3,263958,55570,6946275,5
5868,158,2,862,150,1,1,3,0,0,2,2,1,4,4,2,5,4,209241,36076,7215190,39
5869,3298,4,1320,133,1,1,3,1,1,2,2,1,3,3,2,2,2,310960,101062,7774000,28
5870,3376,3,2300,113,4,2,6,0,0,2,0,0,3,4,5,4,4,568989,185540,12369320,16
5871,6825,6,1697,107,2,1,4,3,0,2,1,0,1,3,3,4,4,310766,86324,8632400,35
5872,3141,3,2178,57,3,2,5,4,0,1,2,0,4,3,2,2,2,338446,262023,10917620,11
5873,6148,2,1229,146,2,1,4,1,0,1,2,0,4,3,3,3,3,333536,161714,10107150,5
5874,3825,5,1549,169,1,1,4,3,0,0,1,2,3,2,4,5,4,467230,216928,16686780,44
5875,5032,6,1911,28,3,2,5,3,0,1,2,2,0,2,4,2,3,241545,56360,8051490,7
5876,4355,1,1654,65,1,1,4,4,0,2,1,2,5,3,3,3,3,412284,137428,12493450,39
5877,44,2,1224,27,2,1,4,2,0,1,2,2,5,3,4,3,4,316760,67192,9598800,24
5878,2069,4,927,35,1,1,3,2,0,0,2,1,0,3,3,2,2,197566,62092,5644750,25
5879,4044,2,1166,36,1,1,3,1,0,0,0,0,5,4,2,3,3,445479,148493,14849300,14
5880,5978,0,900,28,1,1,3,1,1,1,2,2,4,4,2,4,4,323070,146850,9789995,13
5881,843,5,1924,158,2,1,5,3,0,2,1,2,3,5,2,2,3,534646,246760,13708870,5
5882,6637,6,1527,122,2,1,4,0,0,0,2,2,1,2,2,3,3,444960,210770,11709470,16
5883,5255,6,1773,87,2,1,4,0,0,1,1,2,1,2,4,2,3,290097,109767,7840470,16
5884,4699,3,2187,175,3,2,5,0,1,0,2,0,3,4,4,2,3,798100,177356,17735560,18
5885,6896,6,1574,30,2,1,4,0,1,0,0,2,3,2,2,3,2,453343,123639,13737660,48
5886,1029,3,2235,74,4,2,6,2,1,0,2,2,4,4,3,3,3,620747,419917,18257260,13
5887,4545,2,776,97,1,1,2,2,1,0,0,0,4,3,2,3,3,351359,35136,11711950,17
5888,5084,0,1030,104,1,1,3,3,1,0,2,2,4,3,4,4,4,498272,41523,13840875,25
5889,5463,2,791,178,1,1,2,0,1,2,1,1,5,3,2,2,2,262423,131211,8747420,5
5890,2748,1,1600,170,1,1,4,1,0,0,2,2,4,3,2,4,3,507580,199406,18127850,35
5891,1273,2,1270,134,2,1,4,2,0,1,2,2,3,3,3,3,3,231467,25719,8572850,19
5892,6029,2,1150,195,1,1,3,0,0,2,2,2,3,4,3,3,3,275365,97710,8882750,15
5893,3438,3,2369,173,4,2,6,3,1,0,2,2,5,4,2,4,4,952411,485924,19436960,28
5894,6082,1,1814,110,2,1,5,2,1,0,0,1,4,2,3,4,3,612639,326741,20421310,23
5895,3893,5,1925,49,2,1,5,1,0,0,1,0,5,2,4,3,3,652487,382492,22499550,15
5896,4345,4,1217,17,1,1,3,1,1,1,2,1,0,4,2,3,3,177018,142756,5710250,5
5897,172,1,1668,40,1,1,4,0,0,1,1,2,3,3,2,2,2,401057,151751,10839370,21
5898,6907,6,1668,15,2,1,4,4,1,2,0,0,3,3,3,3,3,399747,71749,10249920,51
5899,1209,4,1435,81,2,2,4,0,1,0,2,2,2,3,2,4,3,389268,173008,10813000,40
5900,1458,0,762,16,1,1,2,1,0,2,1,2,3,2,4,3,3,291358,43704,7283940,36
5901,2102,6,1816,29,3,2,5,3,0,2,2,2,2,3,2,2,2,339263,131936,9423970,26
5902,113,2,1255,129,2,1,4,1,0,1,1,0,5,3,3,4,4,296466,92007,10222950,37
5903,4937,3,2011,193,3,2,5,1,1,2,0,0,4,4,3,2,3,413279,129150,12914980,28
5904,7025,6,1874,154,3,2,5,4,1,0,0,1,1,2,4,3,3,548259,182753,14057920,26
5905,6798,6,1743,86,2,1,4,3,0,0,2,2,0,3,2,2,2,474930,187472,12498160,18
5906,466,1,1545,45,1,1,4,1,1,0,2,1,5,3,4,2,3,570913,247396,19030440,22
5907,2448,2,782,195,1,1,2,2,1,0,2,2,5,2,4,3,3,334174,119348,11934800,8
5908,3379,4,1349,59,2,2,4,0,1,2,0,2,0,2,2,4,3,242798,57129,7141125,5
5909,4206,3,2443,118,4,2,6,3,0,1,0,2,4,2,4,3,3,539801,140818,11734800,20
5910,3817,3,1696,35,2,1,4,3,1,1,2,2,3,2,4,2,2,466518,87472,9719120,16
5911,6188,6,1727,5,2,1,4,1,0,0,2,0,1,3,2,4,3,491421,225788,13281650,50
5912,411,2,813,103,1,1,3,1,1,1,1,0,5,3,3,4,3,247321,95124,9512350,33
5913,282,1,1998,20,2,1,5,0,1,0,0,1,4,2,3,4,3,761636,313615,22401070,6
5914,1742,3,1961,197,3,2,5,3,1,2,2,2,5,3,4,4,4,391119,176634,12616740,16
5915,2148,3,2298,106,4,2,6,3,0,2,2,2,5,4,2,3,3,593664,176836,12631140,29
5916,4207,4,1544,52,2,2,4,1,0,0,0,0,5,4,3,3,4,581543,124616,13846250,11
5917,3675,1,1930,158,2,1,5,4,0,0,2,1,5,2,2,3,2,517380,227647,20695180,19
5918,5534,0,642,72,1,1,2,0,1,1,2,0,3,2,4,4,3,243635,89333,8121150,10
5919,4427,2,1066,120,1,1,3,2,0,0,0,1,3,3,2,2,2,302547,67233,11205450,19
5920,5961,1,1673,120,1,1,4,1,1,2,1,0,5,3,2,3,3,588116,102920,14702890,40
5921,256,1,1829,24,2,1,5,2,1,1,2,1,5,3,3,4,3,474384,158128,13177330,34
5922,2510,4,616,84,1,1,2,0,0,0,1,0,3,3,2,4,3,231387,74861,6805500,30
5923,6689,0,713,60,1,1,2,1,0,2,2,0,2,4,3,3,3,235892,85779,7148255,37
5924,6614,2,838,31,1,1,3,0,0,2,2,0,4,4,2,2,3,234411,108834,8371810,25
5925,3995,6,1804,64,3,2,5,4,1,0,0,1,2,4,2,3,3,450245,145240,14524030,9
5926,533,1,1840,48,2,1,5,3,1,2,1,1,4,4,4,2,3,414086,82817,13802880,29
5927,5221,0,876,99,1,1,3,1,1,2,1,1,2,4,3,2,3,254248,95343,7945255,17
5928,3837,4,1213,167,1,1,3,2,0,2,2,2,3,3,3,2,3,225373,132573,6628625,35
5929,5307,6,1541,42,2,1,4,2,0,1,0,1,0,2,3,4,3,183955,72467,5574400,45
5930,2533,4,1401,132,2,2,4,1,0,1,0,2,4,5,2,3,3,371312,189606,7900250,41
5931,7040,6,1637,100,2,1,4,4,0,2,2,2,2,2,3,4,3,275903,181061,8621960,18
5932,4594,2,1299,104,2,1,4,3,1,1,2,0,5,3,3,4,3,319820,153988,11845200,4
5933,1861,4,1160,52,1,1,3,2,0,0,2,2,4,4,3,2,3,380650,133228,9516250,43
5934,2747,2,770,181,1,1,2,4,1,1,2,2,5,2,3,3,3,248182,119812,8558000,12
5935,1640,4,1496,60,2,2,4,3,1,1,0,2,5,4,4,2,3,293685,234948,9789500,22
5936,6170,2,911,125,1,1,3,4,1,2,1,2,3,4,3,2,3,276658,108986,8383570,14
5937,2390,5,1763,93,1,1,4,4,1,1,0,2,3,2,3,4,3,449035,72817,12136090,32
5938,2418,2,858,96,1,1,3,0,1,2,1,0,3,4,4,4,4,222643,89057,8905710,19
5939,3641,6,1943,36,3,2,5,0,0,0,1,0,2,4,3,3,3,515611,151650,15165030,29
5940,6891,6,1920,192,3,2,5,1,0,2,2,1,2,3,3,3,3,293886,71245,8905640,52
5941,4509,4,672,34,1,1,2,3,1,1,2,1,3,2,3,3,3,185576,134964,5623500,18
5942,6164,2,912,90,1,1,3,3,1,2,2,0,4,2,3,4,3,268993,89664,9962690,7
5943,2954,4,584,59,1,1,2,4,1,0,0,1,1,2,3,4,3,178841,51098,5109750,45
5944,2449,3,2222,20,4,2,6,4,1,0,0,0,4,2,4,2,2,561790,355800,18726320,6
5945,882,1,1939,130,2,1,5,3,1,0,1,1,4,4,3,2,3,826735,317975,21198330,29
5946,1354,4,1420,76,2,2,4,4,0,2,2,0,1,4,2,2,3,213983,57062,7132750,7
5947,3439,1,1993,15,2,1,5,2,1,1,1,2,4,3,3,4,3,366527,257926,13575070,36
5948,876,5,1818,146,2,1,5,2,1,1,2,1,5,4,3,3,3,331690,252085,13267610,28
5949,3819,4,1459,126,2,2,4,4,1,0,0,2,0,4,3,3,3,307376,134477,9605500,50
5950,4882,6,1889,78,3,2,5,3,1,1,2,2,0,3,4,4,4,277185,187770,8941450,20
5951,370,2,1155,99,1,1,3,0,1,1,2,1,5,3,4,2,3,273966,166337,9784500,18
5952,543,1,1707,145,1,1,4,1,1,0,0,0,3,3,4,3,4,652776,163194,20399250,25
5953,3603,0,896,135,1,1,3,3,0,1,2,0,0,4,3,3,3,217915,62261,6226140,16
5954,5885,6,1972,194,3,2,5,2,0,1,2,1,5,2,2,4,3,370175,92544,10282630,14
5955,6192,6,1506,172,2,1,4,2,1,1,0,1,3,3,2,3,2,303478,123032,8202120,41
5956,471,2,868,179,1,1,3,0,1,1,1,0,4,4,4,2,3,224507,25905,8634900,38
5957,3132,1,1661,143,1,1,4,1,1,0,2,1,3,4,2,2,2,620145,263092,18792260,18
5958,5442,2,962,20,1,1,3,1,1,0,2,2,3,3,2,3,2,393237,208907,12288650,15
5959,3840,3,1609,49,2,1,4,4,1,2,2,0,5,2,3,2,2,509014,90491,11311420,22
5960,6515,2,1250,124,2,1,4,2,1,1,2,0,3,2,3,3,3,327563,133073,10236350,5
5961,1911,1,1796,183,1,1,4,0,1,2,2,0,3,4,3,2,3,524411,262205,13800280,45
5962,3209,4,909,125,1,1,3,2,0,2,2,2,3,3,2,2,2,245474,81825,5844625,27
5963,6725,6,1930,140,3,2,5,1,0,2,1,0,5,3,2,3,2,355606,248924,11853530,44
5964,5117,1,2000,124,2,1,5,0,0,0,2,0,3,4,2,3,3,597426,128020,21336660,23
5965,6154,0,949,6,1,1,3,2,1,2,2,1,0,3,4,4,4,258196,72825,6620420,28
5966,3421,1,1639,153,1,1,4,0,0,0,2,0,3,3,3,2,3,449414,143812,17976550,40
5967,4574,2,923,7,1,1,3,3,1,1,1,1,4,2,2,3,2,222768,122906,7681650,39
5968,1606,4,502,59,1,1,2,3,0,0,2,2,2,2,2,4,3,182189,112529,5358500,18
5969,6916,6,1511,74,2,1,4,3,1,1,1,0,4,3,4,2,3,373319,176289,10369970,16
5970,3771,0,873,11,1,1,3,0,1,0,2,2,4,4,2,2,3,453261,163678,12590580,12
5971,5199,3,2155,151,3,2,5,3,0,1,0,0,4,3,3,3,3,426264,157045,11217480,24
5972,6420,0,647,28,1,1,2,1,1,1,2,2,2,4,4,3,3,244951,28818,7204440,16
5973,99,2,934,75,1,1,3,0,1,2,2,1,5,3,2,4,3,253458,28162,9387330,21
5974,1608,3,2251,156,4,2,6,1,1,1,0,2,5,2,4,2,3,571662,233862,12992320,26
5975,3007,4,670,19,1,1,2,1,1,1,1,1,1,4,3,2,3,176007,63182,4513000,20
5976,3608,4,1343,117,2,2,4,2,0,0,1,1,0,3,4,4,4,280645,182040,7585000,36
5977,208,2,1021,14,1,1,3,3,1,0,2,1,4,3,4,4,3,327733,50420,12605100,18
5978,2829,4,882,173,1,1,2,4,0,0,2,1,1,5,4,3,3,272350,119834,5447000,48
5979,6386,6,1573,121,2,1,4,1,0,1,2,1,3,2,2,4,2,296910,152467,8024600,20
5980,174,1,1979,83,2,1,5,3,0,0,2,1,3,3,3,2,2,727335,161630,20203750,20
5981,2343,5,1926,100,2,1,5,3,0,0,0,1,5,4,2,2,2,714235,147048,21006920,31
5982,1153,4,1347,94,2,2,4,4,0,1,2,1,4,4,2,4,3,299578,101984,6374000,50
5983,5887,5,1760,173,1,1,4,2,1,0,1,2,3,4,2,3,3,544051,233165,19430380,29
5984,3605,3,1776,95,2,1,4,1,1,0,2,2,3,3,3,3,3,545043,317942,15140080,24
5985,4761,2,1037,127,1,1,3,2,1,1,2,2,5,2,4,3,3,318918,159459,9966200,12
5986,2892,4,1365,108,2,2,4,2,1,2,0,2,1,4,2,3,3,332385,139138,7729875,6
5987,2382,4,1179,81,1,1,3,3,0,0,2,1,5,3,3,2,2,447722,91580,10175500,14
5988,2705,1,1514,181,1,1,4,4,1,2,1,2,3,2,2,2,2,467152,215609,11978250,9
5989,6669,2,1103,26,1,1,3,4,1,0,2,1,5,2,2,4,3,408662,40866,13622050,11
5990,461,2,878,165,1,1,3,2,0,2,2,0,5,4,2,5,3,286735,71684,8960460,36
5991,5572,1,1571,138,1,1,4,3,0,0,1,2,4,3,4,3,3,508745,122801,17542930,34
5992,5997,6,1502,185,2,1,4,2,0,2,1,2,2,4,2,4,3,247144,82381,7489210,53
5993,5946,6,1737,107,2,1,4,3,0,2,2,1,0,3,4,2,3,307536,138391,7688390,7
5994,4325,4,1252,47,1,1,3,0,1,2,1,0,5,2,4,2,3,308481,248775,9951000,10
5995,3017,4,1584,85,2,2,4,1,1,1,2,2,0,3,3,4,3,327684,160356,6972000,28
5996,5452,1,1658,17,1,1,4,2,0,2,1,2,5,2,3,3,2,376415,125472,12547180,42
5997,822,1,1833,78,2,1,5,2,1,0,1,0,5,4,4,3,4,745505,416606,21926630,29
5998,4895,2,1057,173,1,1,3,2,1,1,2,0,5,3,4,4,3,264861,152804,10186950,33
5999,3375,4,871,187,1,1,2,3,0,2,1,1,5,4,3,3,3,311586,90879,6491375,19
6000,133,2,844,22,1,1,3,1,0,2,2,1,4,3,3,5,3,245655,76767,7676730,19
6001,4777,1,1741,160,1,1,4,1,0,0,2,0,5,2,2,4,3,760754,308414,20560910,33
6002,5066,3,2497,197,4,2,6,3,1,2,0,0,4,2,2,4,3,445401,301723,14367780,22
6003,1535,4,1265,55,1,1,3,0,0,1,2,1,4,3,3,3,3,242471,103916,6927750,11
6004,1579,1,1769,28,1,1,4,1,1,2,1,0,5,3,3,2,3,418558,294541,15502160,22
6005,5557,5,1902,21,2,1,5,3,1,2,2,1,3,4,2,3,3,427193,124024,13780420,28
6006,3839,3,1895,63,3,2,5,0,0,0,2,0,5,3,3,4,3,551971,340923,16234440,22
